titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Mixlab de la Bibliothèque du Boisé","https://montreal.ca/en/places/mixlab-de-la-bibliotheque-du-boise","Mixlab has two spaces: The Studio and the Atelier. Both are available upon reservation for young people and adults alike, and both have the equipment and software required to carry out a variety of projects. Users can build electronic circuits, design video games, do photo touch-ups and editing, edit audio and video files for music or film, build and program robots, draw with an illustration tablet and software, transfer old cassette recordings onto a new medium, and the list goes on. There are no limits to your creativity! Make the most of this creation and experimentation lab in support of discovery and learning as well as sharing and discussion. Equipment and software available on siteMixlab make the following equipment and software available to users:Wacom graphics tablets Construction and robotics gamesElectrical circuit setsVideo cameraPhotographic cameraMixing consoleMusical instruments: digital piano, acoustic and electric guitars, MIDI keyboard, synthesizer, etc.VHS/DVD converterDJ controllerCompact musical production controllerGreen screen and lightingDigitizerAnd much more…Services and activitiesIn addition to access by reservation, Mixlab offers a program of activities for all ages, both online and in person. Activities include an introduction to digital painting, an introduction to photo editing, a robotics and electronics club, coding workshops with Scratch, as well as technology tips and advice. Please view the calendar for details on upcoming activities.Mixlab is available free of charge upon reservation for all residents who hold a valid library card issued by Montréal’s library network. Resource staff offer personalized support with project design and completion. The spaces are located on the main floor at the Bibliothèque du Boisé. They are accessible to people with reduced mobility.","2023-01-30","2025-01-31","Saint-Laurent","Sports and recreation","Fab lab, games library","","Air conditioning,Vehicle charging station,Drinking fountain,Vending machine,Free parking,Bike stand,Changing table,Washroom,Free Wi-Fi","Elevator,Ground-level entrance,Reserved parking spaces (permit),Accessible parking,Accessible washrooms,Drop-off zone,Paratransit drop-off zone","",,"Regular schedule à partir du 5 septembre: [lundi 10:00-17:00, mardi 10:00-17:00, mercredi 12:00-20:00, jeudi 11:00-19:00, vendredi 10:00-17:00, samedi 10:00-17:00, dimanche 10:00-17:00], Regular summer schedule à partir du 24 juin: [lundi 10:00-17:00, mardi 10:00-17:00, mercredi 11:00-19:00, jeudi 11:00-19:00, vendredi 10:00-17:00, samedi 10:00-16:00, dimanche 10:00-16:00]","","","","numéro: 5148556130",,"Mixlab de la Bibliothèque du Boisé","2727 Boulevard Thimens",,"H4R1T4","Montréal",-73.701383,45.507869,"289064.1","5040902.9"
"Cour de services - Outremont","https://montreal.ca/en/places/cour-de-services-outremont","Closure of the Outremont waste drop-off
The waste drop-off at the Outremont public works yard located at 600 Avenue de la Gare-de-triage is closed permanently.
Construction and demolition debris, earth and garden waste, household hazardous waste, bulk items as well as many objects that can be reused, can be disposed of at the Montréal ecocentres closest to Outremont:

Écocentre Côte-des-Neiges
Écocentre Saint-Michel
Écocentre La Petite-Patrie

To learn more about the ecocentres, bulky items, construction materials, and instructions and details about which materials are accepted, view this page.
Services available

Rental of no-parking signs for moving 

$20 for the first 48 hours
 $9 for each additional day
$55 for the rental deposit
$55 in case of loss or damage


Drop-off for batteries of all kinds, small electronic supplies, lightbulbs and tubes
Payment of tree-felling permits
Payment of digging permits

Please note that cash is required for the non-parking signs deposit. Otherwise, payments are made only via debit/credit card.


","2019-08-27","2025-01-31","Outremont","Recycling and waste","Administrative building","","","","",,"Regular schedule: [lundi 07:00-11:45, mardi 07:00-11:45, mercredi 07:00-11:45, jeudi 07:00-11:45, vendredi 07:00-11:45]","","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card,Cheque payable to “Ville de Montréal”","numéro: 5144956258",,"Cour de services - Outremont","600 Avenue de la Gare-de-Triage",,"H2V0A8","Montréal",-73.6195992,45.5256811,"295457.5","5042869.6"
"Parc place Marc Campbell","https://montreal.ca/en/places/parc-place-marc-campbell","","2025-02-03","2025-02-03","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc place Marc Campbell","13819, place Marc-Campbell",,"H1A5B7","Montréal",-73.50434663155241,45.66637296223041,"304461.3","5058498.0"
"Parc de Madame-Roland","https://montreal.ca/en/places/parc-de-madame-roland","","2025-01-31","2025-02-03","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc de Madame-Roland","Rue La Hontan",,"H1C2L2","Montréal",-73.5517456,45.66900116,"300768.2","5058791.4"
"Salle d’exposition Goncourt","https://montreal.ca/en/places/salle-dexposition-goncourt","It hosts exhibitions by both professional and amateur artists, openings and other small happenings.  
Its central amphitheatre can seat 80. It’s a perfect space for socializing where a number of activities, talks and projections take place each day, along with meet the author events, workshops and shows for young and old alike. 
Anjou residents and organizations can rent the Goncourt exhibition hall. However, it is not a professional hall. 
The entrance is through the Bibliothèque Jean-Corbeil. Admission to exhibitions is free, depending on the library’s opening hours.
","2022-05-27","2025-02-04","Anjou","","Cultural centre","","Air conditioning,Free parking,Washroom","Wheelchair accessible,Stroller-friendly,Access ramp,Accessible washrooms,Drop-off zone","",,"Regular summer schedule à partir du 1 juin: [lundi 12:00-20:00, mardi 12:00-20:00, mercredi 12:00-20:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-17:00, dimanche 10:00-17:00], Regular schedule à partir du 7 septembre: [lundi 12:00-20:00, mardi 12:00-20:00, mercredi 12:00-20:00, jeudi 12:00-20:00, vendredi 10:00-18:00, samedi 10:00-17:00, dimanche 10:00-17:00]","","","","numéro: 5144938260",,"Salle d’exposition Goncourt","7500, avenue Goncourt",,"H1K3X9","Montréal",-73.558411,45.602902,"300243.5","5051446.0"
"Bibliothèque Jean-Corbeil","https://montreal.ca/en/places/bibliotheque-jean-corbeil","Named in honour of former borough mayor Jean Corbeil (1934-2002), whose determination brought about the establishment of the library, the building houses and displays numerous art works acquired by the Fonds du Patrimoine culturel d’Anjou.
","2019-08-20","2025-02-05","Anjou","Arts, culture and community","Library","","Air conditioning,Battery or cell phone drop-off,Drinking fountain,Free parking,Bike stand,Changing table,Washroom","Wheelchair accessible,Stroller-friendly,Elevator,Accessible parking,Accessible washrooms,Drop-off zone,Paratransit drop-off zone","",,"Horaire habituel d’été à partir du 30 mai: [lundi 12:00-20:00, mardi 12:00-20:00, mercredi 12:00-20:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-17:00, dimanche 11:00-17:00], Horaire habituel à partir du 7 septembre: [lundi 12:00-20:00, mardi 12:00-20:00, mercredi 12:00-20:00, jeudi 12:00-20:00, vendredi 10:00-18:00, samedi 10:00-17:00, dimanche 10:00-17:00]","","","","numéro: 5144938260","bibliotheque.jean.corbeil@montreal.ca","Bibliothèque Jean-Corbeil","7500 Avenue Goncourt",,"H1K3X9","Montréal",-73.558411,45.602902,"300243.5","5051446.0"
"Bibliothèque du Haut-Anjou","https://montreal.ca/en/places/bibliotheque-du-haut-anjou","The Haut-Anjou library serves residents of the northern sector of Anjou in particular.
Access to collections and reader assistance

Over 130,000 documents, including books, DVDs, CDs, magazines, newspapers, board games, video games
Access to more than four million documents from the Montréal library network through the reservation service.

The research librarians can help you:

Search for and identify documents that meet your needs
Search for information on a specific topic
Use our digital resources
Complete an interlibrary loan request
Use the library's facilities
Introduce you to library services and research.

Public computer workstations and Wi-Fi access

Public computer workstations for adults and youth
Reservations possible for a maximum of 2 hours per day
Access to printers (colour: $0.25 per sheet; black and white: $0.10 per sheet) and scanners
Wi-Fi access

On site

Access to tables and seating for work or leisure activities
A collection of board games

Watch our event announcements and the Anjou culture and libraries Facebook page to find out what activities are being offered.
“Books for Baby” program 
Are you the parent of a child under 1 year old? Join the library and receive a baby reader's kit containing a book, a family reading guide and other great surprises! You will give your child the best gift of all: a taste for books and reading.
","2019-11-01","2025-02-05","Anjou","Arts, culture and community","Library","","Air conditioning,Washroom","","",,"Horaire habituel d’été à partir du 30 mai: [lundi 12:00-20:00, mardi 12:00-20:00, mercredi 12:00-20:00, jeudi 10:00-18:00, vendredi 10:00-18:00, samedi 10:00-17:00, dimanche 11:00-17:00], Horaire habituel à partir du 7 septembre: [lundi 12:00-20:00, mardi 12:00-20:00, mercredi 12:00-20:00, jeudi 12:00-20:00, vendredi 10:00-18:00, samedi 10:00-17:00, dimanche 10:00-17:00]","","","","numéro: 5144938271","bibliotheque.jean.corbeil@montreal.ca","Bibliothèque du Haut-Anjou","7070 Rue Jarry Est",,"H1J1G4","Montréal",-73.575707,45.601156,"298894.1","5051253.1"
"Parc Jos-Montferrand sledding hill","https://montreal.ca/en/places/parc-jos-montferrand-sledding-hill","Enjoy winter fun with family or friends.
Please check the conditions before going there in person.
","2022-02-16","2025-02-07","Ville-Marie","Sports and recreation","Sledding slope","Sledding","","","",,"","","","","",,"Parc Jos-Montferrand sledding hill","2560, boulevard De Maisonneuve Est",,"H2L2A1","Montréal",-73.545504827052,45.530619759143,"301245.7","5043412.5"
"Parc Conrad-Poirier","https://montreal.ca/en/places/parc-conrad-poirier","Parc Conrad-Poirier is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.
","2019-09-16","2025-02-10","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","Soccer","Picnic area,Exercise equipment,Public brown bins,Fogger,Training circuit,Drinking fountain,Bike stand,Washroom","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Conrad-Poirier","7936 Avenue Salomon-Marion",,"H1E4X7","Montréal",-73.598037424139,45.637443400609,"297157.0","5055287.7"
"Parc Lucie-Bruneau welcome centre","https://montreal.ca/en/places/parc-lucie-bruneau-welcome-centre","Parc Lucie-Bruneau is accessible via the STM's 44 bus line, with stops on Boulevard des Galeries-d'Anjou. The welcome centre is open year-round and gives residents a place to lace up their skates or change into their bathing suits.","2021-01-28","2025-02-10","Anjou","Parks and gardens","Welcome centre","","Showers,Drinking fountain,Heated areas,Washroom,Changing rooms","Ground-level entrance,Access way","",,"Horaire habituel à partir du 30 décembre: [lundi 16:00-22:00, mardi 16:00-22:00, mercredi 16:00-22:00, jeudi 16:00-22:00, vendredi 16:00-22:30, samedi 10:00-22:30, dimanche 10:00-22:00], Fermé - période de fermeture à partir du 17 mars","","","","",,"Parc Lucie-Bruneau welcome centre","7051 Avenue de l'Alsace",,"H1J2X8","Montréal",-73.583429496728,45.604161305168,"298292.0","5051587.6"
"Parc Jean-Jacques-Rousseau","https://montreal.ca/en/places/parc-jean-jacques-rousseau","Park for taking in the natural scenery or enjoying outdoor activities.","2021-11-30","2025-02-10","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly,Access way","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Jean-Jacques-Rousseau","Rue des Iris",,"H1C0B7","Montréal",-73.549972008922,45.660379524926,"300905.8","5057833.2"
"Piscine at Centre sportif de la Petite-Bourgogne","https://montreal.ca/en/places/piscine-centre-sportif-de-la-petite-bourgogne","For relaxing or for working out, the pool at the Centre sportif de la Petite-Bourgogne offers open swim times and aquatic activities.
","2019-10-02","2025-02-11","Le Sud-Ouest","Sports and recreation","Indoor swimming pool","Swimming","Air conditioning,Showers,Drinking fountain,Changing table,Washroom,Changing rooms,Free Wi-Fi","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly,Grab bar,Ground-level entrance,Aquatic wheelchair,Access ramp,Accessible washroom stall,Accessible washrooms,Drop-off zone","",,"","","","","numéro: 5149320800",,"Piscine at Centre sportif de la Petite-Bourgogne","1825 Rue Notre-Dame Ouest",,"H3J2Y4","Montréal",-73.569152355194,45.488222970601,"299394.6","5038702.2"
"Place Jacques-Cartier","https://montreal.ca/en/places/place-jacques-cartier","It is a popular tourist destination, with a number of shops and restaurants.","2020-10-15","2025-02-12","Ville-Marie","Parks and gardens","Place","","","Stroller-friendly","",,"","","","","",,"Place Jacques-Cartier","Place Jacques-Cartier",,,"Montréal",-73.552956483197,45.507816917779,"300662.0","5040878.7"
"Bibliothèque de L'Île-Bizard","https://montreal.ca/en/places/bibliotheque-de-lile-bizard","Of course the Île-Bizard library offers books, recordings, films and reference works, but it organizes also a wide array of other activities. It also is home to a unique work of art, “Et pourtant, elle tourne”, created by Michèle Lapointe and René Rioux in the shape of a sundial.
","2019-08-20","2025-02-12","L'Île-Bizard–Sainte-Geneviève","Arts, culture and community","Library","","Air conditioning,Free parking,Bike stand,Washroom,Free Wi-Fi","Wheelchair accessible,Stroller-friendly,Accessible parking,Accessible washrooms","",,"Regular schedule: [mardi 10:00-19:00, mercredi 10:00-19:00, jeudi 10:00-19:00, vendredi 10:00-17:00, samedi 11:00-16:00]","","","","numéro: 5146206257",,"Bibliothèque de L'Île-Bizard","500, montée de l'Église",,"H9C1G9","Montréal",-73.882303,45.488615,"274916.9","5038814.5"
"Centre sportif de la Petite-Bourgogne","https://montreal.ca/en/places/centre-sportif-de-la-petite-bourgogne","The Centre sportif de la Petite-Bourgogne (CSPB sports centre) offers a wide range of sports and leisure activities in a friendly, safe environment: swimming, badminton, dance, prenatal, zumba, taekwondo, aikido, yoga, pilates, spinning, etc.
The multi-purpose rooms with top-of-the-line fitness equipment and the generously sized pool enable a wide variety of recreational and fitness programs. Whether you want to get back in shape, have fun or just relax, the CSPB is the perfect place!
","2021-09-09","2025-02-14","Le Sud-Ouest","Sports and recreation","Sports centre","","Air conditioning,Showers,Drinking fountain,Changing table,Washroom,Changing rooms,Free Wi-Fi","Wheelchair accessible with assistance,Stroller-friendly,Grab bar,Aquatic wheelchair,Access ramp,Accessible washroom stall,Accessible washrooms,Drop-off zone","",,"Regular schedule: [lundi 06:30-21:30, mardi 06:30-21:30, mercredi 06:30-21:30, jeudi 06:30-21:30, vendredi 06:30-21:30, samedi 07:30-17:00, dimanche 07:30-17:00]","","","","numéro: 5149320800",,"Centre sportif de la Petite-Bourgogne","1825 Rue Notre-Dame Ouest",,"H3J2Y4","Montréal",-73.568995,45.488162,"299406.9","5038695.4"
